SaleID,price
200000,7.146314323237839
200001,7.548770196256591
200002,8.888395801320042
200003,7.084089746282977
200004,7.582856960763269
200005,7.127662964131012
200006,5.990861674777768
200007,8.11001584101404
200008,9.461446913194914
200009,6.423404374175478
200010,6.469658848278615
200011,7.882132951996398
200012,8.611930751942623
200013,8.934819784133326
200014,7.233675000563561
200015,5.5603094658687615
200016,7.545672868032972
200017,9.044683248784038
200018,8.82746210391788
200019,6.420854465055739
200020,10.10631678325376
200021,8.785773866052917
200022,7.550025476201768
200023,7.37741690097791
200024,6.783962614529676
200025,8.998562296315152
200026,6.101026071508273
200027,9.483284081877235
200028,8.30177584199838
200029,8.90548381919279
200030,9.794270579094162
200031,9.444894629610411
200032,6.375057973422958
200033,9.565615596507639
200034,6.669083176937428
200035,7.552329784577514
200036,9.621909234676252
200037,8.591830362075411
200038,7.344241901383316
200039,5.860615547799598
200040,6.416586819866205
200041,10.134910248186792
200042,6.067213882369296
200043,8.794867793077323
200044,9.88802900302553
200045,6.304768388798479
200046,9.625338559236956
200047,9.73244970264728
200048,7.608714989796655
200049,7.97642482222858
200050,6.282755733264634
200051,8.427484716804353
200052,7.981573853769915
200053,6.206643099724941
200054,9.515802339151916
200055,9.268486454239191
200056,8.528740089555718
200057,8.113966374349069
200058,6.905352303165672
200059,8.519734820992312
200060,9.00715590425032
200061,7.0850466266550995
200062,8.608750894796726
200063,9.029918445099563
200064,7.160695244264275
200065,7.340274366911752
200066,6.20002529808972
200067,9.243417300043637
200068,5.139324057774144
200069,9.86370415305763
200070,9.086608043598904
200071,5.638581760856931
200072,8.750047387576663
200073,9.651007289243987
200074,8.340154502381273
200075,9.218626936825183
200076,7.868893107827583
200077,5.792069158047909
200078,5.89128493724231
200079,8.08440802510481
200080,8.09004077051535
200081,7.627394603976673
200082,8.283165616274406
200083,6.1132398959648615
200084,7.056780692861248
200085,7.154935525503675
200086,8.812626717100825
200087,8.13522058047854
200088,7.885276424024497
200089,10.46863403808066
200090,7.948330946613456
200091,5.17682015001609
200092,7.367937085333892
200093,9.73351789632523
200094,8.870119389290888
200095,8.68953579197444
200096,7.706105179217568
200097,7.107087882467901
200098,6.045116978896504
200099,9.91831597719309
200100,10.01372059339616
200101,8.99011776589331
200102,7.485996227103334
200103,9.297800089429218
200104,8.553190920114048
200105,8.255688725984315
200106,9.056077221894014
200107,7.547327427623064
200108,9.536211946771203
200109,9.007359792414325
200110,6.496160132518653
200111,7.518528219950933
200112,7.510159752064906
200113,6.32634224862175
200114,7.744991034820665
200115,7.216889229427254
200116,9.560446473457699
200117,9.630007681358643
200118,10.896965522581388
200119,5.353830537593062
200120,8.094828399930048
200121,7.89385272584094
200122,6.581032741831064
200123,7.759617381941121
200124,10.992301516614472
200125,6.404816815298893
200126,8.068755407697227
200127,9.619937837667276
200128,7.398061053625272
200129,8.72607188288783
200130,8.164225498981617
200131,7.864098025217997
200132,7.088833636316124
200133,7.883969664676602
200134,7.192829791769276
200135,7.942136781448703
200136,8.19989175632637
200137,6.507295271196988
200138,9.274894185366243
200139,8.708163220609226
200140,7.845104266735081
200141,7.288316990103271
200142,8.835278785655204
200143,8.586065521517684
200144,7.253387906790684
200145,8.664069506807555
200146,7.944545483333739
200147,8.436178266969472
200148,7.941044780267821
200149,5.449717438414053
200150,9.273100773713091
200151,8.52794260119916
200152,6.383915868198466
200153,6.234485649907192
200154,8.891592388275471
200155,7.783699867244116
200156,9.69653183401196
200157,9.119948670377298
200158,9.245528864404697
200159,6.924369579913555
200160,8.836233909571451
200161,8.937219522786009
200162,8.769082360240514
200163,6.724398959950979
200164,9.727295894867705
200165,9.563866698007663
200166,10.17227004643739
200167,8.200109507288083
200168,10.605144083164816
200169,6.639181035332193
200170,7.815602096061702
200171,9.030504090093654
200172,7.5852324288617545
200173,10.430412295577723
200174,6.352647700561007
200175,7.70776104617226
200176,8.993657339104358
200177,8.70602791498632
200178,8.519733957331171
200179,8.2330334586567
200180,6.804430116915417
200181,9.69741272122917
200182,8.401547277539514
200183,7.302229351953158
200184,7.586679430553587
200185,8.486763895343868
200186,8.148521704842326
200187,8.47456243265296
200188,9.41774249923973
200189,9.381336315122917
200190,8.088161548825104
200191,8.069771688183957
200192,6.9493108588776025
200193,8.305314377164807
200194,8.874008126956724
200195,7.762515737605506
200196,6.656110389495203
200197,10.018586303179148
200198,7.094528510340559
200199,8.390717927242834
200200,6.3390318910698005
200201,9.009453817613524
200202,7.603873229066179
200203,7.358058312769727
200204,9.019501414903651
200205,8.54889526610877
200206,6.7304088420606805
200207,8.348550702547058
200208,8.64336919838058
200209,7.309589581885735
200210,9.523691507139809
200211,8.586191940112005
200212,8.896562604150821
200213,9.04763265160007
200214,9.948746788330817
200215,8.881407079231963
200216,8.089588651124112
200217,7.148941643394879
200218,9.203031968659884
200219,7.1240558929107
200220,7.9376696045310995
200221,8.838693748263749
200222,7.7264079478126515
200223,6.593356803459735
200224,9.506234229517442
200225,8.12839457334156
200226,6.981144523163245
200227,9.101438216965047
200228,5.37210374734379
200229,8.772520831768109
200230,9.127389827151667
200231,8.439496115486996
200232,6.866142262809793
200233,8.894215999850266
